"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19"
"0610007C21Rik" 0.445093883589165 1.15685324737627 0.335144455931324 0.870180167702638 0.582332993397448 0.301182948914444 0.60759793599955 1.72301491039961 1.38622728123098 1.12198418845897 1.57413080247723 0.840299550538287 1.17660518461921 1.97975902394109 1.68098804528955 1.57895089852485 1.58025066992555 2.76184319486057 1.66201444523755
"0610007L01Rik" 0.265720218838432 0.260493914121759 0.552038426814015 0.353428254222469 0.7513383150485 0.385751185807003 0.555016672219665 0.604992887189487 0.906942021141462 0.44232153136668 0.340981859250686 0.30167201503099 0.60439656911504 0.609733820705058 0.978038635379337 0.513294047425923 0.463022684310238 0.697118324135815 0.316356088170549
"0610007N19Rik" 0.17465770657595 0.0739815378308131 0.0951771257756613 0.0416666666666667 0.0801035909281593 0.010527689930054 0.111023170216063 0.170431621914614 0.0547113570556109 0.0374709956719673 0 0.047543492723404 0.997396730627535 1.20761477035641 1.33744732812434 1.47685630047952 1.14882193387182 1.20084237467808 1.34340273395148
"0610007P14Rik" 0 0.114294580335594 0.30758100113861 0.157209090677121 0.168592388107781 0.247774916331371 0.472296870850311 0.1823918804109 0.172067304303372 0.179468348968177 0.207179248367915 0.0833746350608008 0.257125315032381 0.191755392011899 0.569631499803015 0.195282095589964 0.258117696481595 0.205019180406993 0.288287362543093
"0610007P22Rik" 0.122759003056197 0.132269557681218 0.112598306383333 0.297659165996286 0.150401517070503 0.262373584406903 0.252455450741889 0 0.0683421709578623 0.118319915218423 0.108371944226372 0.0255505667192365 0.260795683193564 0.110719963599979 0.118194417385561 0.0805189896747279 0.113833081451944 0.234598058576149 0
"0610009B22Rik" 1.16519232199854 0.142038120552379 0.0557557583029379 0 0.0822280945371471 0.0567034648079082 0.0844534878165154 0.117697921525403 0.182467941895037 0.146488998168441 0.167963791777853 0.020277277302756 0.203549080718015 0.0747051848725318 0.282825404451991 0.141534718443799 0.202291169640388 0.0961446014806269 0.201305777530732
"0610009D07Rik" 0.710048768253152 1.14379122759266 1.344324989763 2.17641459479536 1.0837483000176 1.28859028321544 1.76551424966912 0.771156614890332 1.29972340849321 1.33613696066087 1.1908251649653 1.04772555395655 1.03450784157455 0.983526263040358 0.725394577203968 0.936389144140525 1.28388960757292 1.79487228196467 0.856731787382592
"0610009L18Rik" 0.874253912988362 0.096777479805859 0.116818417370363 0 0.0599139879865452 0.0407916026120879 0.0759256146171209 0.157658857279276 0 0 0.0413532119301916 0 0.0994100396027669 0.0337408726277875 0.0728788607576486 0.0653593247502816 0.10128263052096 0 0.0871505263891794
"0610009O20Rik" 0.499432970642234 0.11763179972449 0.0660395008242654 0 0.0988905857786487 0.0750067286379054 0.0885315183543909 0.187331721384452 0.261859332910601 0.239586181606233 0.407034783570779 0.262027951945783 0.194151909256365 0.180873494140042 0.200406661212259 0.116288665630409 0.157050517269893 0.294788850480405 0.0871505263891794
"0610010K14Rik" 0.386555527108282 1.21864412456887 0.658237089879856 0.39271941742729 0.382784858129658 0.764656704680013 0.74567875408942 0.824092721560197 0.994487232256431 0.745634232229926 0.972382054989705 0.714387722568069 0.327292853615664 0.541542650675381 0.667427664066713 0.521996553648203 0.887427882022113 0.231101459614846 0.488701416468109
