"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19"
"0610007C21Rik" -1.2306545695066 -0.114271639757048 -1.40310844987405 -0.563913680099922 -1.01539726868405 -1.4563765185939 -0.975769619119996 0.773743675861505 0.245497783662558 -0.168963188800515 0.540221385812295 -0.610780939780458 -0.0832910489992826 1.17644262195801 0.707825224785404 0.547781627687707 0.549820297887421 2.40312886236973 0.678065443191185
"0610007L01Rik" -1.22936494499632 -1.25451458479542 0.148434511575474 -0.807302777369834 1.10749079949311 -0.651760739415416 0.162766205429159 0.403258077440347 1.85627552824401 -0.37953707637528 -0.867196405335898 -1.05636035123639 0.400388519389092 0.426072049585472 2.19840143477872 -0.0380083459834712 -0.279920508229964 0.846577340502775 -0.985698732700172
"0610007N19Rik" -0.562795889011474 -0.733915205853841 -0.697889058112994 -0.788840802908059 -0.723509550208138 -0.841767731820389 -0.670955531210916 -0.569978966488295 -0.766668738400647 -0.795972186265782 -0.859661649827138 -0.778851959743238 0.835613898429549 1.19292156909997 1.41359800987104 1.65055148563855 1.09299136575725 1.18141052595731 1.42372041509724
"0610007P14Rik" -1.75481865655524 -0.859738257547792 0.653954571518102 -0.523659880717348 -0.43451334046725 0.185592431378496 1.94390153095843 -0.326444742284298 -0.407300069586562 -0.349339928412806 -0.132326288581907 -1.10188304580099 0.258818638392026 -0.253115843614525 2.70616268336319 -0.225497007825752 0.266590320836833 -0.149242528062977 0.502859413010372
"0610007P22Rik" -0.141005679863242 -0.0336501223235821 -0.255700069340469 1.83327502683832 0.171024230148139 1.43496983497565 1.32301350736473 -1.52671468798341 -0.755265266164259 -0.191114297980835 -0.303407430647396 -1.23829877074748 1.417158416906 -0.276902885023487 -0.192530923019875 -0.617812802669729 -0.241761874234784 1.12143848174912 -1.52671468798341
"0610009B22Rik" 3.95565780626628 -0.153216507994665 -0.499716949002861 -0.723625918774254 -0.393406969297476 -0.495911064308036 -0.384470035576439 -0.250964060069005 0.00914519096547995 -0.135342274876423 -0.0491018746111917 -0.642194611787803 0.0938047170688456 -0.423618143962793 0.412169680882867 -0.155238115285886 0.0887530850575814 -0.337519813829145 0.0847958591349223
"0610009D07Rik" -1.275205307804 -0.143049830981034 0.380383815507687 2.55230584725758 -0.299774006433224 0.234904967614804 1.47977290484857 -1.11570147838299 0.263964674558359 0.359011404776953 -0.0202817490319704 -0.393800653732928 -0.428301554306822 -0.561373777493042 -1.23514964510406 -0.684411184080734 0.222635254196495 1.55640330230323 -0.892332983712863
"0610009L18Rik" 4.01070516878487 -0.0230861435390715 0.0808925192065137 -0.525198028360463 -0.21434548812652 -0.313558414335294 -0.131272152856138 0.292785516427934 -0.525198028360463 -0.525198028360463 -0.31064460924539 -0.525198028360463 -0.00942759855337716 -0.350139810429568 -0.14707966640201 -0.186093375017026 0.000287989797542316 -0.525198028360463 -0.0730337939101457
"0610009O20Rik" 2.54887653258895 -0.556022484674318 -0.975583477032223 -1.5126325927197 -0.70843054728683 -0.902659822138181 -0.792672976894966 0.0107940542722501 0.616870529182728 0.435739901872036 1.79747223609224 0.618241779761586 0.0662574635911725 -0.0417258041038573 0.117122611946794 -0.566945174405046 -0.235459985941514 0.884661291834593 -0.803903535945707
"0610010K14Rik" -1.04015662974911 2.17091891961141 0.00827742654040566 -1.016369838832 -1.05470784821183 0.418956558666518 0.34571960612997 0.648323408708442 1.30588517402015 0.34554779383153 1.22058008216804 0.224965798735992 -1.26885453814809 -0.44205281668057 0.0437443565597167 -0.517482277486723 0.892737267755124 -1.64006240504782 -0.645970038571164
"0610010O12Rik" 3.63891303255903 -0.504875814318669 -0.338699932238879 -0.504875814318669 0.0249252840123582 -0.213129897780942 -0.459720003687215 -0.504875814318669 -0.0598167583555322 -0.270864805787095 -0.504875814318669 -0.305656736205049 1.18128844930003 -0.212333925475131 -0.504875814318669 -0.373532263303337 -0.504875814318669 0.922758257192444 -0.504875814318669
"0610011F06Rik" 0.959248103956655 -0.963391005045144 -1.20968153106521 1.23651083258586 0.253856333320952 1.8030807824074 0.955161369332501 -0.815760807980948 -0.718003544624621 -1.31098898252283 -1.08850840760176 -0.959190216930776 -0.51160739109405 1.49536939002161 -0.288750116252136 0.0700016604259365 0.871547044174001 0.638182660136636 -0.417076173244075
