"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14"
"0610007C21Rik" -0.477110544128039 -0.744470326614697 0.606846913682604 0.710033935638615 1.38956829131833 -0.922755977134655 -1.09652603160791 -0.934289305631828 -0.452924037100551 -0.908437816740404 -0.832657791464007 0.806053408227344 1.5593945200731 1.29727476148209
"0610007L01Rik" 0.441335812982276 1.43293808435261 1.80593661558216 0.801948997559359 0.660257733187411 -0.917471964577871 -1.70659192373901 -0.0812784513037433 -0.932125925658851 -0.992701194693472 -0.0372502451399457 -0.833022675269756 0.314852309962467 0.0431728267563715
"0610007N19Rik" -0.646297999192102 0.179949475670708 -0.335636234679874 -0.683420193621412 -0.0809300569676944 -0.464226863878574 -0.317816818735689 -0.631533402995073 -0.624912885697257 -0.523158914282629 -0.657499891815718 0.339224057650426 2.49890222923944 1.94735749930545
"0610007P14Rik" -0.594416693463202 -0.372155061187534 1.66464921676733 -1.45017710003225 -0.443635756376277 -0.206527964743815 -1.09355371527055 -0.975467794742911 -0.0658451699168272 -0.465611750071519 0.361561532916234 1.14683040213897 0.762784620156143 1.7315652338262
"0610007P22Rik" 0.839031330599845 -0.671019697668262 1.43234635889022 0.774591480074902 -0.777344660188883 0.107574811134174 -1.77875151389232 -0.980246029899693 -0.568600954289433 -1.21371086482426 1.38242288619277 0.637408671550983 0.351055614822322 0.465242567497627
"0610009B22Rik" 1.52538344973002 1.22110501390536 -0.347765746719167 0.420922185935717 -0.36900496737113 1.73968577599681 -0.837860727672493 -0.237849831891222 -0.484695201219343 -1.28830378168785 -1.36676562487777 -0.646711014796822 0.863234341338137 -0.191373870670239
"0610009D07Rik" 0.723463169883289 -1.88665564079409 -0.580048403503339 0.220184108744204 -1.61471641378593 -0.525697926233653 0.0862121881969016 1.07336530624288 0.801598870119861 1.46348729645113 1.10736644292348 -0.170577658839854 -0.66967692366269 -0.0283044157421867
"0610009L18Rik" 1.67408347568168 0.509576578774234 0.231039795266942 0.765628244584528 -1.14237657399946 -1.14237657399946 -1.14237657399946 -0.164198074680418 -0.332923968711739 -0.889460919796003 -0.601788223532043 -0.207716072592653 1.95118731808479 0.491701568919074
"0610009O20Rik" -0.381901500394886 -0.88257332888329 1.87938828315949 1.58600777790228 0.782660298460776 -0.0824915933502489 -0.0695639408783638 -1.18305665452894 -0.739137042538234 -1.12515428870979 -0.912735189895432 1.01117059006202 0.464361472867781 -0.346974883273176
"0610010F05Rik" 2.50115379920299 0.0339040532869766 1.44827806562048 -0.283588215107651 0.155259002740362 -1.17823835081534 -1.17823835081534 0.430551290428433 -0.671984650368866 -0.628378455994235 -0.303998626617839 -0.731964471500268 0.307649728708345 0.0995951812319517
"0610010K14Rik" 0.0398650345445875 -1.00376653839455 1.45110823470842 2.30942398773431 0.717792473101839 -0.778021871656833 0.463068171688285 -0.685371858979364 -0.425454986794706 0.308468911941145 0.144501591862411 -0.828377129937075 -1.24142656156281 -0.471809458255663
"0610010O12Rik" 3.31072362315015 0.673049385689626 -0.428405125103635 -0.428405125103635 -0.428405125103635 -0.428405125103635 -0.428405125103635 -0.428405125103635 -0.308416108679734 -0.428405125103635 -0.285783228467369 0.0290253376086282 -0.343413197663491 -0.0763499359123643
"0610011F06Rik" 2.75472555590641 0.314464135650047 -0.182788012427153 0.313494268372973 0.131763526788475 0.282515894757451 -1.32591645073223 -1.17753192168911 -0.63117013729584 -0.908402383551098 0.199930528336666 -0.0408885059014294 0.699474555327682 -0.429671053542836
"0610011L14Rik" 1.58689830578931 0.511258227008258 0.38364484089099 0.730497000989941 -0.573708616192949 1.86352706381752 -1.79184295796348 -1.34316462860559 -0.214347402674727 0.191685030226671 -0.606497610616496 -0.43309146729854 -0.0139951624034743 -0.290862622967435
"0610012G03Rik" 1.11406802450109 -0.666283148983272 1.56778690421677 1.45946415033573 -1.21059880149347 -0.514690841080928 -0.222905088759235 0.850663664841019 0.521902689430639 -0.897690479171948 -0.287678255384048 -1.74256879320738 -0.09801586279104 0.126545837546082
"0610030E20Rik" -0.12537168042921 -0.886915852347411 -0.638609498705997 -0.43136384922961 1.18153086745653 0.375957539171831 -0.989089039550042 -1.74857137628688 -0.968381880964527 0.434346900223228 0.307594859673843 0.967261538128438 0.671435430841985 1.85017604201782
"0610031J06Rik" -0.697407195780979 -0.755150413336327 2.06194463366637 0.807232614037995 1.08308088923181 -0.517623106695044 -1.71911657135674 0.252333440188019 -0.285416509650823 -0.915477690218652 0.871671600975148 -0.805182337227624 0.483851177002316 0.135259469164527
"0610037L13Rik" 0.10180795984454 -0.501507937953258 2.02591704605166 1.54966614385097 0.900900816408176 -0.512592902582259 -1.06165742502937 -0.885289427870354 -0.727964034696151 -1.18120878569063 -0.826759896477283 0.00303938129371014 0.468301189734305 0.647347873115947
"0610037P05Rik" -1.17280095783992 -0.395817590994383 2.17540862899378 0.763295685923916 -1.02479429852952 -0.599131393127647 -0.0371957160595501 -0.710858379987119 -1.25719571238035 -0.600061530223692 0.856328085275403 1.00590875667418 0.663220835977329 0.333693586297574
"0610040J01Rik" 1.4803152668417 2.74549629678164 -0.532472968060624 -0.532472968060624 -0.532472968060624 -0.532472968060624 -0.532472968060624 -0.258762346427103 0.867225359671436 -0.190706649988922 -0.532472968060624 -0.532472968060624 -0.383784182393759 -0.532472968060624
"0910001L09Rik" 0.340848934643456 -0.960497125937928 -1.06770273078449 -0.0509220009197772 -1.29414494975973 -0.51069042801591 1.42615425217658 1.16701480148098 2.05753992169242 0.0467193356982356 0.526362425105976 -0.462569784298079 -0.512492636131983 -0.705620014949754
"1100001G20Rik" -0.377718993503868 -0.337080930197997 -0.3436294113816 -0.354211245739941 -0.377718993503868 -0.377718993503868 3.18899675954794 1.12801332505318 -0.353041566076928 -0.310112939376188 -0.369632549225168 -0.370417872325066 -0.373238782962045 -0.37248780680459
"1110001A16Rik" 1.6939112743464 1.07370200927814 1.54422487994402 0.33623539708579 -1.33614529923937 -0.623777214565292 -0.997922339054288 -0.512640829044104 -0.959916451509843 -1.24161015281277 0.447490765595644 0.446898778051184 -0.231636116935699 0.361185298860192
"1110001J03Rik" -0.24708935584118 0.478732157197728 0.183653976533424 -0.423354481289655 -0.151049654618681 -0.288501143806604 -1.59708797529771 -0.920839744004493 -0.68872675594791 -0.921285228344697 0.978866479235985 2.4073801767771 0.272059062854734 0.917242486551963
"1110002B05Rik" 0.822496377337208 -1.95639025448316 1.52149354012816 1.1722954492121 0.373073680162982 -0.101775116433336 -1.18406526476409 -0.666124426521503 -0.520701000512507 -1.01044170947624 -0.19220268324305 1.05931377319975 0.0894519964363758 0.593575638957306
"1110002L01Rik" 1.15989566112751 0.0443639230167083 -0.396150508458668 2.56315910560628 -0.805067914626888 -0.805067914626888 -0.805067914626888 -0.518953447586998 -0.42927907868482 -0.592481199332594 -0.243765957527712 1.3970813939231 -0.328914421490485 -0.239751726711653
"1110002N22Rik" 2.77063844759029 -0.606681010241919 -0.419541464240287 0.368918511335336 0.533144700625205 -1.13598879577173 -1.13598879577173 -0.0947712837355244 -0.466826797591161 -0.122469981132671 -0.290288413538583 0.464420796623128 0.851032908223258 -0.715598822373612
"1110003E01Rik" 1.1297354447816 -0.489529502890145 -0.998047937150974 0.704980778578774 0.012214141777472 1.86965857758118 -1.06145746710457 -1.27121838386081 -0.222120394328095 -0.716681017297508 -1.15588974326642 0.568906500879416 0.496727873293185 1.13272112900689
"1110004E09Rik" 3.46210423048272 -0.176350563604503 -0.0761293753576934 -0.158515045569304 -0.368712702192111 -0.368712702192111 -0.24620616737418 -0.329582221147 -0.311154845575426 -0.347579254952232 -0.23342598823582 -0.272717100237329 -0.284763701929307 -0.288254562115705
"1110004F10Rik" -0.169102788923446 -0.704051817751952 0.960532140119112 0.286320928315687 1.97889800449827 -0.446484077962118 -1.91863132401128 -0.531507777306789 -0.576089581610141 -1.04963963052953 0.00898517199814203 1.17745691243837 0.702038087468341 0.281275753257332
"1110005A03Rik" -1.39454072750118 -0.878766330664114 0.579222050230484 0.351183429689017 -0.141496233570252 1.93728317428623 -1.2021664995425 -0.315543121322591 0.275872979766326 0.340399181170136 1.87788062543005 -0.647527383123305 -0.213379445037448 -0.568421699810859
"1110007C09Rik" -0.13947741105194 -0.801738318278711 0.160276702824373 1.98172075310742 -0.870819313372824 -1.10452722755791 2.1773295395943 -0.699762696648879 0.375237905931461 -0.191752240835872 0.389134217465568 0.0163225876636172 -0.72437173745319 -0.567572761387414
"1110008F13Rik" -0.295638134202887 -0.660556881960837 -0.300888556796629 1.06677367712659 -0.801516807775183 -1.01342506049456 2.37551236078705 -0.206504730915066 1.04484591439179 1.11363084773294 -0.193360888007774 -0.667112725612787 -0.801185237763626 -0.660573776509012
"1110008J03Rik" 1.11672262973023 -0.0896141715246423 -0.839857641903946 1.50201724795211 2.52366641352415 -0.839857641903946 -0.364490289765684 -0.222034308933575 -0.378993285764745 -0.255819726198799 -0.563713491001562 -0.839857641903946 -0.287520148170124 -0.460647944135521
"1110008P14Rik" -0.715008432390593 1.55634080061975 -0.288414390731665 -0.37589796844624 -0.144584602211433 0.800462709171143 0.240261173895284 2.29338078213904 -0.485102438089035 -0.359231571242569 0.394476055651551 -0.395379621648206 -1.32517554628916 -1.19612695042787
"1110012J17Rik" 1.38579827881315 2.96684938463904 0.318909416485661 -0.504940787809466 -0.0624084972761732 -0.504940787809466 -0.504940787809466 -0.504940787809466 -0.462148048141493 -0.504940787809466 -0.424185533273363 -0.273119265395926 -0.439795715197573 -0.48519608160599
"1110012L19Rik" 0.0813866234755613 -1.19167030094071 0.871869218362168 0.5068877586678 -1.36957469445953 -0.537966425151267 0.0634912946414678 -0.15864002298312 -0.641533173949087 -1.19260208403272 0.318492663558103 2.4662426160366 0.255455292480756 0.528161234293976
"1110014N23Rik" 1.49035531797282 -0.941184953081798 -0.824079295019594 1.08802930966137 -0.00723044011765263 -0.295700619067585 -2.04893020662223 0.30970678436728 1.24229640176648 -0.348891275489514 0.0120423819402812 1.13010255195365 0.0332261348578152 -0.839742093121319
"1110017D15Rik" 3.47409778099185 -0.274633249493077 -0.274238621782742 -0.252697094368918 -0.27734015704623 -0.27734015704623 -0.228906592974338 -0.267131565904432 -0.262569798975996 -0.27734015704623 -0.27734015704623 -0.269443568525178 -0.264995688009473 -0.270120972772773
"1110017F19Rik" 2.77900027750319 1.85789258402213 -0.404871328325794 -0.433509095849768 -0.337587239691351 -0.433509095849768 -0.236208143512427 -0.408059089335974 -0.414355285361344 -0.411757480924007 -0.379505870195089 -0.357794845947185 -0.416210101334558 -0.40352528519806
"1110018G07Rik" -0.92337890428753 -0.318460416600275 0.224481390919494 2.40550351537077 0.00807938106174003 -1.11455956255027 -1.70001534665726 0.229288243061831 -0.896760118847473 0.285410217482579 0.402101480909485 0.833238372338235 0.0346254026272515 0.530446345171428
"1110018J18Rik" -1.06013009993484 -0.702291309611759 1.22037178564022 1.77437469922108 -0.385728140342966 1.9004938232978 -1.06013009993484 -0.943376797933917 -0.760508278439875 0.0652856416036748 -0.0650927948695319 0.487147901825915 -0.10128903268974 -0.369127297831229
"1110019D14Rik" 0.490581401436203 -0.450522081483022 -0.461213008524531 -0.622656937603173 -0.622656937603173 -0.622656937603173 3.20995309243188 -0.31569518445341 -0.422030855907789 -0.450381200731269 -0.0185772195748481 0.177741896232518 -0.369227865859221 0.477341839243009
"1110020G09Rik" 1.84696245440809 -0.227547858581225 -0.354104877216987 -1.00801493004377 2.4074935008232 -0.223983209306792 -0.363423521695799 -0.668682793853868 -0.176598645327678 -1.13541626373454 -0.362418265469226 0.612698099831445 0.0299456558401698 -0.376909345673023
"1110021J02Rik" -0.500821997394546 -0.442720486569354 0.545714219493164 1.24019614285918 -1.5127033084203 0.129203786485145 -1.5127033084203 0.716513018300177 -0.580969771078183 -0.861389356748398 0.125924527376255 0.148408176392125 0.429608682042313 2.07573967568271
