"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19"
"0610007C21Rik" 0.497026553061268 0.79592822710624 0.934727386818228 2.02679331231956 1.22479576164961 0.988780804564091 2.35716289876547 2.1269904455672 0.49986597006952 0.393458954641894 0.458134736701779 1.26366031630771 1.83790920682309 2.20675061901109 1.44831480814397 2.00058607415245 1.81692865819429 1.8028714446787 1.99770145002799
"0610007L01Rik" 0.121322856511715 0.353885903278819 0.399882716487634 0.883970764503246 0.444095647313114 0.193367708856497 0.213918048753464 0.324413549872216 0.566068486996796 0.453783684596896 0.552543020915424 0.394731050609218 0.485745743393591 0.384473836687702 0.398313736287808 0.387263802498713 0.631327684654172 0.544597504036948 0.474205207193087
"0610007N19Rik" 0.427844093612288 0.133841431318732 0.176829430475936 3.34540922075231 0.160278169060106 1.39962296547945 0.349909987732553 1.26625376682167 0.15597383265044 0.117448819752465 0.198688485891386 2.02507364283475 0.202345766587738 0.13119299366425 0.125317832773058 0.218774431902595 2.41491923419156 2.74101702925069 1.93862665686959
"0610007P14Rik" 0.228324880617677 0.210785354387019 0.186996941993831 0.541552828260989 0.30591519212164 0.24641665465508 0.388047237997296 0.399308987817775 0.313706435486726 0.327498151986852 0.335377919704115 0.155315824854849 0.281712240762096 0.11563128332838 0.245860520669175 0.303333565910596 0.193897334506891 0.375897421517139 0.38765409793059
"0610007P22Rik" 0.017762336386679 0.0831738272940971 0.118580057463372 0.209550825410164 0.25644816674117 0.0937141780753135 0.412650389807068 0.867008626813456 0.198128871559676 0.0608009895553571 0.229799047322295 0.111294091142707 0.0223942097531262 0.0639175046762712 0.036357534169001 0.148125712455499 0.151201877938901 0.167882075718763 0.149626438832663
"0610009B22Rik" 0.309927055785688 0.140364476948027 0.0617184973488907 0.527550748507684 0.35634454005036 0.231329841463885 0.165974574545168 0.528377578476077 0.0744402910440253 0.0781634750730765 0.125037604342853 0.20554913389355 0.183101919205095 0.256645254782605 0.202965340581254 0.273649542675455 0.237151581932337 0.23413669503996 0.25705630849694
"0610009D07Rik" 3.06487281453376 1.48180400369103 0.904399793487289 1.54439556645602 1.78226095705716 0.297235666867248 1.51541510202755 1.14791301518013 2.29788720331183 1.79863460092205 1.55687421794139 0.858378489872339 1.22754372470274 1.23913555452936 1.3835318943846 1.84917990821756 1.20180341402246 1.22210551117812 1.27535292237949
"0610009L18Rik" 0.362240678155631 0.0946105876380995 0 0.436622854504003 0.0928013580908474 0.121820913248041 0.417996518799955 0.104244850304395 0.0200973007215287 0.0526493229898124 0.0934201439048411 0.442189845901998 0.105797687718083 0.0705680188113264 0.0357203868224925 0.121736134799506 0.180906982316301 0.151415230795406 0.139108313887838
"0610009O20Rik" 0.0832367589604704 0.0440734839242004 0.383199495758069 0.229716324825318 0.174813004201294 0.0791918625583589 0.171845462201501 0.238162860475927 0.012416709775482 0.0242210749797252 0.0432724738114134 0.0991528780965092 0.0737380856554535 0.380459363261464 0.18988261829564 0.400821668085772 0.162355228841559 0.132296673927306 0.178913998407815
"0610010K14Rik" 0.546643153315421 0.708975512539788 0.725676954632564 0.729915619654523 0.839282189799563 0.668075952949529 0.734605892439316 1.39957846263322 0.581432789078242 0.612023255179907 0.456877124760102 0.819551089346355 1.09355153254516 1.51637680929157 1.00796633842201 1.35317409659772 0.687993015933301 0.97433833780732 0.938782312358187
"0610010O12Rik" 0.21722642763507 0.011751055171463 0 0.463600058315984 0.0847419851354262 0 0.0349298608394344 0.0485776465101819 0.0217057269618669 0.0115476665296215 0.048771373694455 0.096632420097438 0.0215665976535542 0.0116899862408862 0 0.079818130421582 0.0299908738952084 0.0106193405958266 0.0124123209341697
"0610011F06Rik" 1.07709676390167 0.0960254890969344 0.104924277607463 1.09916486957186 0.541429097236765 0.370212047095733 0.472748815451658 0.303762949926929 0.160154922625162 0.0364193204356158 0.08937178345814 0.0909622032586739 0.0615273625201255 0.149980060002597 0.0823557528083016 0.0551168863338887 0.283085943199156 0.245909006400203 0.190612113674565
"0610012G03Rik" 1.34189333006914 0.981519054096539 0.524422169713891 1.78859549673416 0.762753590095565 0.50812439786597 0.918301417220763 0.951618937461169 0.664320861552531 0.482376675431027 0.404013882465894 0.33548399938828 0.886263614981191 1.04002164527914 0.791109136742078 1.14022061403439 0.768895544788229 0.708610436772299 0.758545916364235
"0610030E20Rik" 0.038945186751024 0.270421190249635 0.231646880590732 0.134523315124168 0.15771398170673 0.193952559204019 0.587123748202578 0.725685557163868 0.271477692685022 0.151038710202954 0.189581008361651 0.157188961576419 0.327890195435251 0.210756335688051 0.0769873504043634 0.0968702619041605 0.16290222326126 0.175244473844065 0.156606004254807
"0610031J06Rik" 0.128874539983932 0.713784357879451 0.907918482811036 1.40881571103584 0.502215464183959 0.629542268155 0.279988886758691 0.942606699758973 0.420091197280238 0.529623292284549 0.645842522673394 0.499520747117604 1.12047110301443 1.38085138447325 0.811996916805208 0.982377133536675 0.554221704445877 0.726489529615474 0.683252284083212
"0610037L13Rik" 0.32611619428361 0.305734618086263 0.214046199906548 0.538729859052798 0.355894030038346 0.151977597380916 0.38601323727117 0.279059459182915 0.175074004563722 0.251133123138345 0.0516003898232996 0.433879649447711 0.318537978402849 0.416709617505759 0.433891271108491 0.830703153305027 0.45286336258529 0.609520036514247 0.544474656442828
"0610037P05Rik" 0.515569338085734 0.139244789347272 0.187735708129163 0.271571426679744 0.336177953691294 0.0309288328217285 0.230987686299991 0.171557601475736 0.197249506087479 0.113499610594845 0.0721039029293118 0.255702852115973 0.279512331323138 0.159574583203584 0.1510653703508 0.225371242144496 0.171751001927763 0.368467398179577 0.335348720554883
"0610040J01Rik" 0.625032446876279 0.0263669274141704 0.0903416626383395 0.116202413036788 0.377277568681847 0.0572299263703035 0 0 0 0.00794729354918182 0.0128897207055318 0 0 0 0 0 0.0076227130339907 0.00376202846841939 0.00173482806119086
"0910001L09Rik" 1.73901971729077 1.78084274497206 0.804056338500006 2.69441457517365 1.411536225738 0.382570617755823 0.871326396176398 0.56591219389414 0.566255809225495 1.04597212518121 0.590036440669533 0.920315536581772 0.625612809363124 0.542368204698995 0.799954871155338 1.50153332396274 1.00470569317739 1.08141745790204 1.20799267006774
"1110001A16Rik" 1.51599184718948 0.252814477744902 0.173427525253062 0.775824545670397 0.508628690556419 0.252189248846812 0.0860056118191969 0.620502285759672 0.252366240478095 0.120730318305589 0.131116768103773 0.0754156798566994 0.144611682934923 0.23397379190397 0.307348809760683 0.527132086679546 0.240019977696432 0.313472599316051 0.388895038975174
"1110001J03Rik" 0.452586221261573 0.426522160042567 0.278525038481566 2.9719731457849 0.537823829736664 0.415167869785532 0.773802014247733 1.83970426558299 0.533880158858555 0.555134080434573 0.581540186376301 1.18177618723288 0.484473312046944 0.508137664230871 0.576596467340506 0.617811878174218 0.683726409272606 0.844409499559733 0.867141184979766
"1110002B05Rik" 1.24877392433976 1.20338661515589 1.19804877827036 0.685747627684233 1.16454879658362 0.71469038063252 1.69451351024856 2.39736071586209 3.1076084915456 1.12416493005885 0.856275327966973 0.924261102497733 0.921303378490461 1.14994612581572 1.40077036032026 3.2823538190921 1.74391431447506 1.799516319032 2.10481399687404
"1110003E01Rik" 3.02409301414478 1.54485694568225 3.09392044439676 3.47274313509694 1.27985772581482 3.71934743174991 2.55590537534749 3.08243161091645 1.25415012018861 1.23998847255133 1.20851769097931 2.08352171215651 1.55566270388571 2.05898442626344 1.58418303825008 1.43579565154395 3.25269219423968 2.51025367022177 3.54050960354446
"1110004E09Rik" 5.12760084085691 0.0687361180234543 0 0.484928217300396 0.564136577757783 0.0772382440220965 0.551549988177864 0.165682603334994 0.174806428085314 0.0591233973105552 0.197192019558284 0.180861846922496 0.439895611597729 0.380701362500693 0.203374013361846 0.333866236381498 0.214083875852929 0.266440834944278 0.302765304128266
