"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20"
"0610007C21Rik" -0.997614594749927 -1.32528432119295 -1.28031946606175 2.45409458705735 0.312860030176309 -0.315698737143659 -0.286051252562984 0.427910769697567 -0.196736568904153 0.170654165953829 1.98770032774333 -0.129815848614989 -0.109737817824866 0.734290715938489 0.585872390507715 0.488676217822337 0.379183870747147 -0.926475614137828 -0.933400487252564 -1.04010836719839
"0610007L01Rik" -0.188805863312816 -0.758706231555807 -0.697045627057142 3.95726425535101 -0.417123707285347 -0.340220498288476 -0.153998290940824 -0.0951505586497294 0.918283634218417 -0.130961612932503 0.00715897025587714 -0.30516506340507 -0.246620837939369 -0.336435089367715 -0.0976244394960678 -0.0218129268238858 -0.216475549707719 0.27084420151926 -0.620158557812902 -0.527246206769186
"0610007P08Rik" 0.533501339093977 -1.52045660834155 -1.75694791209078 0.391547393344411 -0.709434274320915 0.0577604070821389 1.13384414632696 1.07875028699379 0.352559648862543 0.868207828082707 0.495257427187357 1.16816232496213 0.126739837832347 -0.730865994342752 1.72602121534858 -0.149226455784319 0.131796158122031 -0.403819793036361 -1.60392854618941 -1.18946842913287
"0610007P14Rik" 0.285373206568092 -1.53257276237953 -1.59235890334411 -0.106542075801363 -0.477180257942873 0.406086330849356 0.798850674346436 0.821705407084293 1.03762624634764 0.649507339567228 1.65103939866102 -0.304714858576798 -0.0963431076896984 -0.666281959232905 1.63624383466545 0.381540491901531 0.506753452764358 -0.492004979551783 -1.44769452519983 -1.45903295303651
"0610007P22Rik" -0.587961244249937 -1.60633334717598 -1.76692027633593 -0.122221849692732 1.22594662116316 0.607300426052295 0.0159077726223524 1.29115957544796 0.616566483005921 0.652354074889605 1.04080890201229 0.43291032722326 1.8568575747747 -0.444488676134121 0.431526177057678 -0.283763354815251 -0.279962458825974 -0.723972222133204 -1.05118286981103 -1.30453163507505
"0610009B22Rik" 0.453688964889304 -1.71152758507305 -1.51819895454693 1.21999195164421 0.522234410226156 0.904712648965633 1.01285712206064 -0.0654256195286763 0.903422216756401 1.53122909866264 -0.192741519399387 -1.01470780118198 -1.50308067675284 -0.179873988197398 0.377242687797094 0.702201854630144 0.842098294142537 -0.389557745936655 -0.682761842301944 -1.21180351685591
"0610009D07Rik" -0.29338978035079 -1.9490775056697 -1.67184264832553 -0.640275159145288 1.32227716387577 1.34879774193799 1.58150090761028 0.224420262120728 0.403189103120804 0.514019714916666 -0.152292386497159 -0.515455175668652 -0.386100728663511 0.372550328117561 0.257565464492224 1.26049789643216 0.851557380571123 -0.438256677713177 -0.919368377818559 -1.17031752334294
"0610009O20Rik" 1.57931382719193 -0.933662857696867 -1.17195441134895 -0.955290318356151 1.27484813356594 0.775431820525499 2.55681309974377 -0.121999645505974 0.414292747798131 0.635863731647178 -0.28137949535178 0.105239185432274 -0.650060327066097 -0.790976493876346 0.272641676685024 -0.217778502306931 0.0441629246893433 -0.238103180011057 -1.01564079946917 -1.28176111628978
"0610010F05Rik" -0.687832117676743 -1.24306633243511 -1.24306633243511 0.00397815265839943 -1.24306633243511 0.527650306215915 0.764408647813087 0.88814947100445 0.804271440830522 1.78724880611443 -0.399447959526977 -0.749112282527492 -0.211814839251278 0.0428338814460485 0.297333502505774 2.10635578660144 0.702419535638608 0.121770574509993 -1.02594757661573 -1.24306633243511
"0610010K14Rik" 0.0478472026042307 -1.75013782936161 -1.46923607482708 -0.602478150581219 1.42991163781957 0.952719016029516 1.08367585499621 -0.00838304760800883 0.0592202341008864 0.417633523629815 0.341509910907814 -0.046238284481133 -0.406733782584113 -0.526349909195494 1.15544257166807 0.719216843394798 1.39710234832173 0.242138376396586 -1.32728397023199 -1.70957647099858
"0610011F06Rik" -0.208080701699984 -1.22036822504624 -1.3491211590177 1.92595504196787 1.07457867517136 0.217405146272512 -0.139080508185725 1.2945106397628 0.728890901923343 1.31623564021782 -0.230555879750255 1.44281825415616 0.415744060255148 -0.567259913366209 -0.504650935718636 -0.618682860425093 -0.893356199633866 -0.472599308852455 -0.962269615531009 -1.25011305249983
"0610012G03Rik" -0.616121328875872 -1.63555834442697 -1.59406215049592 -0.340912173869476 -0.753217508906215 0.335069350828025 -0.616676922926639 0.923053329697268 1.0523368361731 1.09364150887913 0.818227923497525 -0.0875456447801334 0.521773075064149 1.142060974259 1.05091915381258 1.48955148765911 0.347973904588435 -0.839624856984117 -0.994364384691215 -1.29652422850176
"0610030E20Rik" -0.888433402153722 -1.59962036400222 -1.84654720896931 -1.25434380198359 -1.00426158558215 0.921748670902768 1.97090214256085 -0.13390293349112 0.0815494552830719 0.265040612603807 0.309559056288174 -0.429269499423385 0.999829885957353 -0.430571826102608 0.116003924499957 0.0654144909581795 -0.0167538607433747 1.40393863058982 1.12027773359134 0.349439879216163
"0610031J06Rik" -1.16694579778516 -1.40157344117752 -1.38678079625641 2.23900700856892 0.912937165699709 -0.658170810947641 -0.351321329425334 1.76371989186325 0.178527667089534 -0.473555384533496 1.07296145486353 -0.0952749961711848 -0.1259182629474 0.476612492189519 0.0530869544616713 0.425017650935623 0.808216003523984 -0.652240897437689 -0.862672045996562 -0.755632526517332
"0610037L13Rik" -1.15221656278229 -1.61339878330193 -1.63025803841596 -1.00822075699518 2.5041285363575 0.243951467258067 -0.185304300762187 -0.318101107461399 1.47141087280595 0.765692269286487 -0.0208836917416544 -0.331285593155192 -0.0387617066322098 -0.304861386858106 -0.474051146457895 0.329788745580069 -0.336574658051115 0.80899590045822 0.78675249703262 0.503197443836189
"0610037P05Rik" 2.2998520344579 -2.05314844558512 -0.597174443921523 -1.59524269556281 1.08388496308077 0.0487583556381324 1.32116941658606 0.682708386021746 0.363127226958031 0.188861252503679 -0.206069740583207 -0.883585771164106 -0.435411822418231 -0.586161602802286 -0.137512351491345 -0.68586559242041 0.955960364421632 0.32992489618998 -0.334037081672225 0.239962651763329
"0610039K10Rik" -0.677617653757094 -0.142802309075409 -0.488773834826691 -0.781406142928127 -0.781406142928127 1.2964818569683 3.52745017632328 -0.781406142928127 -0.285295099060949 -0.100110692377659 -0.59433457030504 0.0842515780739079 -0.310343700445914 0.18913498569878 0.0555245824139857 -0.0725107329126292 0.98998533481728 -0.636350977177327 -0.583257249735938 0.0927867341635002
"0610040J01Rik" -0.543374958527558 -0.603088342329698 -0.603088342329698 -0.603088342329698 -0.603088342329698 -0.603088342329698 -0.603088342329698 -0.395777280427608 0.84351395801598 -0.435869330700462 -0.603088342329698 -0.603088342329698 -0.603088342329698 2.80136492675729 1.39195918388028 1.91616240032061 0.754179879347737 -0.45991627515717 -0.358633016153615 -0.0858144063882043
"0910001L09Rik" -1.2307629061847 -1.11736841011489 -1.31140527390769 -0.796791565033778 -0.401197922943152 -0.835283745049477 -1.05416271574386 0.555386925575352 0.618237941629889 -0.436520124945431 0.201283763250739 -0.717027400936032 -0.839159608906833 1.10783356182624 -0.0200336695370092 0.768381372924341 1.43122864543855 1.57350305056499 1.63598037448052 0.867877707612227
"1100001G20Rik" -0.453986232992595 -0.293874950626963 -0.438181915356389 -0.446468629553933 -0.461264915906215 -0.447803794578396 -0.45665548776529 -0.459637076824355 -0.0899359056668224 -0.437007678520958 -0.413940833959354 -0.430699160029543 -0.176361492917024 -0.338991356825849 -0.452096206841635 -0.459669588814813 -0.450003780237556 1.84237730301319 3.11708155342658 1.74712015097791
"1110001A16Rik" -0.503512299010809 -1.66308300297197 -1.99014822956107 1.09725921930804 1.40271274777728 -0.0900051614414837 -0.651433111147374 -1.06216659196332 0.521498723395098 0.876135389288223 0.766374186261056 0.812183586941478 0.206856520182985 0.480472008315575 -0.291212959446957 1.1017883276806 1.28203044989302 -0.870212744783994 -0.635911084666113 -0.789625974050253
"1110001J03Rik" -0.314925337181381 -1.48964631018646 -1.17293817113299 -0.602922396763047 -0.65108874270618 0.0421020861334825 0.394689547653545 1.48973258825138 2.39480046868556 1.35807723858362 -0.394500930465043 -0.0186448465648976 -0.190924159463355 -0.305295506550776 0.280408385312415 1.10297118578832 0.634968699478265 -0.435076854619311 -0.798230218045803 -1.32355672620736
"1110002B05Rik" -1.26770929255595 -1.40225196620174 -1.43179383332029 -0.940200160283639 -0.881856566294112 0.143064097218636 0.819882495675175 1.04663185839209 1.02794567012575 0.862648079456106 0.706462109060013 0.438642106925682 -0.521332271219016 -0.147058064398481 1.02277249441024 1.17020338941908 1.21097976151041 0.553001132484317 -1.04814115083723 -1.36188988956704
"1110002N22Rik" -0.483217939183191 -0.899188813213142 -0.899188813213142 -0.899188813213142 3.02040564882482 0.709283909143787 0.573303217689631 -0.760074462284009 0.465806897644263 0.627310683434484 0.673819069212556 1.55055294317445 -0.0167801262757143 -0.0891342196255505 -0.486371054476843 -0.405933924812742 -0.626966675600995 -0.402523456834274 -0.752725257178101 -0.899188813213142
