"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20"
"0610007C21Rik" 0.175559623976197 0.0411906987594662 0.0596296290875503 1.5910167611213 0.712951554523538 0.455195774283575 0.467353445001982 0.760130903017758 0.503979099070138 0.65463658797928 1.39976047378719 0.531421564865182 0.539655048766865 0.885769437072293 0.824906900007651 0.785049250048081 0.740149255301363 0.204731889811148 0.201892177495365 0.158134021085485
"0610007L01Rik" 0.375359465872811 0.0612714495328108 0.0952543315109699 2.66037455226845 0.249527122704747 0.291910629910535 0.394542891554102 0.426975521065119 0.985507420790734 0.407239048464834 0.483361161042352 0.311230659547312 0.343496017966669 0.293996874533648 0.4256120962088 0.467393939067319 0.36010992859085 0.628685459535098 0.137628943648127 0.188835536342174
"0610007P08Rik" 0.124570484907466 0.0128620341049696 0 0.11685004672382 0.0569710425745863 0.0986963999172006 0.157221282373962 0.154224896940403 0.114729623303374 0.142774140637203 0.122490516251316 0.159087742480648 0.102447978841182 0.0558054372881385 0.189427970472792 0.0874390215389577 0.10272297653869 0.0735924735487361 0.00832225232700818 0.0308634624105027
"0610007P14Rik" 0.514469687709994 0.031770876369817 0.0158965326482988 0.410408816717609 0.311997415601789 0.546521290232294 0.650807602906699 0.656875963856088 0.714207003521872 0.611154141576804 0.877079720610107 0.357790219509765 0.413116834375167 0.261787360960867 0.873151220381961 0.54000390881071 0.573250302490858 0.308061173479471 0.0543076430807703 0.0512970774574135
"0610007P22Rik" 0.108086139164078 0.0147224973054437 0 0.150784800987156 0.274383943104693 0.217666892793141 0.163448428114057 0.280362621125129 0.218516398411347 0.221797379795275 0.257410646550652 0.201678930550279 0.332225417894145 0.121239603823622 0.201552032631565 0.135974788825364 0.136323252310239 0.0956167478763057 0.065618304640923 0.0423914671053362
"0610009B22Rik" 0.291274678988173 0.0375021585360984 0.060161090200469 0.381088624102406 0.29930849455685 0.344136558828146 0.356811547623497 0.230432258171894 0.343985314725465 0.417566931668711 0.215510297223288 0.119172378940603 0.0619330161820837 0.217018426202433 0.282314852583186 0.320401438801393 0.336797892106698 0.192442604582984 0.15807784668254 0.0960719289935765
"0610009D07Rik" 1.75964759722898 0.379617717162079 0.610695341934191 1.47051566711062 3.10631981395969 3.12842494260371 3.32238502149 2.19124669643216 2.3402520544066 2.43263031726709 1.87725348180487 1.57455419091742 1.68237222885826 2.3147143733895 2.21887350609805 3.05482626615048 2.7139708485327 1.63889979923816 1.23788908227623 1.02872082312627
"0610009O20Rik" 0.372746228472517 0.0453508962860162 0.0143058241871431 0.0425332300062313 0.333079864871342 0.268014967655844 0.500096673454196 0.151095907203441 0.220965089560244 0.249831774355356 0.130331600396348 0.180701009784801 0.0822991677455669 0.0639403443148866 0.202510521413823 0.138617657473806 0.172743879583442 0.13596972020939 0.0346706557410479 0
"0610010F05Rik" 0.032118054807074 0 0 0.0721364823248925 0 0.102428799480128 0.11612431245344 0.123282218856708 0.118430213885422 0.175291480812283 0.0487999125722279 0.0285732449935804 0.0596537300792412 0.0743841291622071 0.0891059034338684 0.193750529653612 0.112538492903166 0.078950297756879 0.0125594423284695 0
"0610010K14Rik" 0.957548231131648 0.0973786650098049 0.231764177694882 0.646427689557422 1.61873825466139 1.39044571432087 1.45309645131367 0.930647256391551 0.962989174962683 1.13445678913371 1.09803868010467 0.912537026274122 0.740073267856132 0.682848012974009 1.48743018849396 1.27873651821922 1.60304204373061 1.05049859038995 0.299675132485281 0.11678352400704
