"Human"	"Mouse"	"value"
"101"	"endothelial.cell.of.vascular.tree"	"CD8.positive..alpha.beta.T.cell"	0.00145772594752187
"126"	"mesenchymal.stem.cell"	"B.cell"	0.00140449438202247
"168"	"slow.muscle.cell"	"vein.endothelial.cell..endothelial.stalk.cell"	0.00139275766016713
"145"	"mesenchymal.stem.cell"	"endothelial.cell.of.lymphatic.vessel"	0.00127064803049555
"64"	"erythrocyte"	"T.helper.17.cell"	0.00121951219512195
"96"	"capillary.endothelial.cell"	"CD8.positive..alpha.beta.T.cell"	0.00121359223300971
"2"	"cd4.positive..alpha.beta.t.cell"	"striated.muscle.cell"	0.000938967136150235
"103"	"fast.muscle.cell"	"CD8.positive..alpha.beta.T.cell"	0.000909090909090909
"14"	"pericyte.cell"	"striated.muscle.cell"	0.000890471950133571
"160"	"fast.muscle.cell"	"vein.endothelial.cell..endothelial.stalk.cell"	0.000858369098712446
"301"	"slow.muscle.cell"	"skeletal.muscle.fibroblast..fibroblast"	0.000831946755407654
"45"	"erythrocyte"	"monocyte.derived.dendritic.cell"	0
"57"	"tendon.cell"	"monocyte.derived.dendritic.cell"	0
"102"	"erythrocyte"	"CD8.positive..alpha.beta.T.cell"	0
"159"	"erythrocyte"	"vein.endothelial.cell..endothelial.stalk.cell"	0
"174"	"cd8.positive..alpha.beta.t.cell"	"endothelial.cell.of.artery"	0
"249"	"cd4.positive..alpha.beta.t.cell"	"tendon.cell"	0
"250"	"cd8.positive..alpha.beta.t.cell"	"tendon.cell"	0
"254"	"erythrocyte"	"tendon.cell"	0
"265"	"t.cell"	"tendon.cell"	0
"287"	"cd4.positive..alpha.beta.t.cell"	"skeletal.muscle.fibroblast..fibroblast"	0
"288"	"cd8.positive..alpha.beta.t.cell"	"skeletal.muscle.fibroblast..fibroblast"	0
"292"	"erythrocyte"	"skeletal.muscle.fibroblast..fibroblast"	0
"295"	"mast.cell"	"skeletal.muscle.fibroblast..fibroblast"	0
"296"	"mature.nk.t.cell"	"skeletal.muscle.fibroblast..fibroblast"	0
"303"	"t.cell"	"skeletal.muscle.fibroblast..fibroblast"	0
"311"	"erythrocyte"	"skeletal.muscle.fibroblast..fibroblast.1"	0
