"Human"	"Mouse"	"value"
"429"	"capillary.endothelial.cell"	"myofibroblast.cell"	0.00677637947725073
"1"	"cd8.positive..alpha.beta.t.cell"	"ciliated.epithelial.cell"	0.00670794633642931
"351"	"bronchial.vessel.endothelial.cell"	"non.classical.monocyte"	0.00670391061452514
"504"	"capillary.aerocyte"	"fibroblast.1"	0.00668576886341929
"485"	"plasmacytoid.dendritic.cell"	"fibroblast"	0.00667408231368187
"119"	"b.cell"	"capillary.endothelial.cell"	0.00667222685571309
"145"	"respiratory.goblet.cell"	"capillary.endothelial.cell"	0.00664767331433998
"236"	"bronchial.smooth.muscle.cell"	"neutrophil"	0.00664136622390892
"41"	"adventitial.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.0066006600660066
"512"	"intermediate.monocyte"	"fibroblast.1"	0.00646830530401035
"462"	"basal.cell"	"fibroblast"	0.00643086816720257
"107"	"respiratory.goblet.cell"	"pulmonary.artery.endothelial.cell"	0.00642054574638844
"436"	"intermediate.monocyte"	"myofibroblast.cell"	0.00641025641025641
"217"	"pericyte.cell"	"B.cell"	0.00634920634920635
"270"	"alveolar.fibroblast"	"alveolar.macrophage"	0.00634632819582956
"164"	"classical.monocyte"	"pericyte.cell"	0.00630693763139453
"146"	"respiratory.mucous.cell"	"capillary.endothelial.cell"	0.00630417651694247
"297"	"respiratory.goblet.cell"	"alveolar.macrophage"	0.0062266500622665
"94"	"intermediate.monocyte"	"pulmonary.artery.endothelial.cell"	0.00620347394540943
"526"	"respiratory.mucous.cell"	"fibroblast.1"	0.00620347394540943
"417"	"vascular.associated.smooth.muscle.cell"	"lymphocyte"	0.00617919670442842
"26"	"non.classical.monocyte"	"ciliated.epithelial.cell"	0.00612813370473538
"112"	"type.ii.pneumocyte"	"pulmonary.artery.endothelial.cell"	0.00609756097560976
"377"	"type.i.pneumocyte"	"non.classical.monocyte"	0.00596760443307758
"350"	"bronchial.smooth.muscle.cell"	"non.classical.monocyte"	0.00590318772136954
"261"	"serous.cell.of.epithelium.of.bronchus"	"neutrophil"	0.00582072176949942
"311"	"basophil"	"classical.monocyte"	0.00580270793036751
"264"	"type.ii.pneumocyte"	"neutrophil"	0.00578703703703704
"475"	"lung.ciliated.cell"	"fibroblast"	0.00576645843344546
"474"	"intermediate.monocyte"	"fibroblast"	0.00575539568345324
"359"	"fibroblast"	"non.classical.monocyte"	0.00567490879610863
"266"	"vein.endothelial.cell"	"neutrophil"	0.00564174894217207
"492"	"type.ii.pneumocyte"	"fibroblast"	0.00564174894217207
"520"	"non.classical.monocyte"	"fibroblast.1"	0.00561009817671809
"48"	"capillary.aerocyte"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00555041628122109
"488"	"respiratory.mucous.cell"	"fibroblast"	0.00549450549450549
"268"	"cd4.positive..alpha.beta.t.cell"	"alveolar.macrophage"	0.00548847420417124
"501"	"basophil"	"fibroblast.1"	0.0054127198917456
"408"	"plasma.cell"	"lymphocyte"	0.00540540540540541
"337"	"serous.cell.of.epithelium.of.bronchus"	"classical.monocyte"	0.0053475935828877
"389"	"bronchial.vessel.endothelial.cell"	"lymphocyte"	0.00530222693531283
"465"	"bronchial.vessel.endothelial.cell"	"fibroblast"	0.00526870389884088
"38"	"vein.endothelial.cell"	"ciliated.epithelial.cell"	0.00524475524475524
"357"	"endothelial.cell.of.artery"	"non.classical.monocyte"	0.00514800514800515
"234"	"basal.cell"	"neutrophil"	0.0051413881748072
"88"	"classical.monocyte"	"pulmonary.artery.endothelial.cell"	0.0051150895140665
"324"	"lung.microvascular.endothelial.cell"	"classical.monocyte"	0.00508905852417303
"451"	"serous.cell.of.epithelium.of.bronchus"	"myofibroblast.cell"	0.00506329113924051
"209"	"lung.ciliated.cell"	"B.cell"	0.00503893724232707
"313"	"bronchial.vessel.endothelial.cell"	"classical.monocyte"	0.00496277915632754
"56"	"intermediate.monocyte"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00495662949194548
"480"	"neutrophil"	"fibroblast"	0.00494350282485876
"5"	"b.cell"	"ciliated.epithelial.cell"	0.00494233937397035
"12"	"classical.monocyte"	"ciliated.epithelial.cell"	0.00490998363338789
"386"	"basal.cell"	"lymphocyte"	0.00486223662884927
"458"	"cd4.positive..alpha.beta.t.cell"	"fibroblast"	0.00483870967741936
"470"	"dendritic.cell"	"fibroblast"	0.00483870967741936
"314"	"capillary.aerocyte"	"classical.monocyte"	0.00483675937122128
"222"	"respiratory.mucous.cell"	"B.cell"	0.00482509047044632
"212"	"mesothelial.cell"	"B.cell"	0.00465116279069767
"228"	"vein.endothelial.cell"	"B.cell"	0.00458015267175573
"190"	"vein.endothelial.cell"	"pericyte.cell"	0.00456968773800457
"95"	"lung.ciliated.cell"	"pulmonary.artery.endothelial.cell"	0.00455580865603645
"396"	"endothelial.cell.of.lymphatic.vessel"	"lymphocyte"	0.00449293966623877
"329"	"nk.cell"	"classical.monocyte"	0.00441083805923125
"265"	"vascular.associated.smooth.muscle.cell"	"neutrophil"	0.00440917107583774
"194"	"alveolar.fibroblast"	"B.cell"	0.00437636761487965
"319"	"endothelial.cell.of.artery"	"classical.monocyte"	0.00436681222707424
"248"	"lung.microvascular.endothelial.cell"	"neutrophil"	0.00433526011560694
"365"	"myofibroblast.cell"	"non.classical.monocyte"	0.00429594272076372
"332"	"plasma.cell"	"classical.monocyte"	0.00429184549356223
"413"	"serous.cell.of.epithelium.of.bronchus"	"lymphocyte"	0.00429184549356223
"496"	"cd4.positive..alpha.beta.t.cell"	"fibroblast.1"	0.00429184549356223
"403"	"myofibroblast.cell"	"lymphocyte"	0.00420168067226891
"444"	"non.classical.monocyte"	"myofibroblast.cell"	0.00416088765603329
"362"	"lung.microvascular.endothelial.cell"	"non.classical.monocyte"	0.00413223140495868
"90"	"dendritic.cell"	"pulmonary.artery.endothelial.cell"	0.00409836065573771
"82"	"basal.cell"	"pulmonary.artery.endothelial.cell"	0.00408163265306122
"241"	"club.cell"	"neutrophil"	0.00408163265306122
"102"	"non.classical.monocyte"	"pulmonary.artery.endothelial.cell"	0.00401606425702811
"198"	"bronchial.smooth.muscle.cell"	"B.cell"	0.00399201596806387
"380"	"vein.endothelial.cell"	"non.classical.monocyte"	0.00398406374501992
"397"	"fibroblast"	"lymphocyte"	0.0039714058776807
"430"	"classical.monocyte"	"myofibroblast.cell"	0.00396301188903567
"346"	"alveolar.fibroblast"	"non.classical.monocyte"	0.00394218134034166
"2"	"cd4.positive..alpha.beta.t.cell"	"ciliated.epithelial.cell"	0.0039237668161435
"298"	"respiratory.mucous.cell"	"alveolar.macrophage"	0.0039177277179236
"43"	"b.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00389105058365759
"399"	"lung.ciliated.cell"	"lymphocyte"	0.00384800384800385
"457"	"cd8.positive..alpha.beta.t.cell"	"fibroblast"	0.00384615384615385
"439"	"macrophage"	"myofibroblast.cell"	0.0038265306122449
"47"	"bronchial.vessel.endothelial.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00376647834274953
"256"	"plasma.cell"	"neutrophil"	0.0037593984962406
"315"	"capillary.endothelial.cell"	"classical.monocyte"	0.00371747211895911
"97"	"macrophage"	"pulmonary.artery.endothelial.cell"	0.0037037037037037
"226"	"type.ii.pneumocyte"	"B.cell"	0.00369913686806412
"513"	"lung.ciliated.cell"	"fibroblast.1"	0.00369685767097967
"339"	"type.i.pneumocyte"	"classical.monocyte"	0.00368663594470046
"450"	"respiratory.mucous.cell"	"myofibroblast.cell"	0.00368098159509202
"418"	"vein.endothelial.cell"	"lymphocyte"	0.00364298724954463
"341"	"vascular.associated.smooth.muscle.cell"	"classical.monocyte"	0.00358851674641148
"338"	"smooth.muscle.cell"	"classical.monocyte"	0.00355555555555556
"320"	"endothelial.cell.of.lymphatic.vessel"	"classical.monocyte"	0.00351617440225035
"348"	"basal.cell"	"non.classical.monocyte"	0.00350262697022767
"334"	"pulmonary.ionocyte"	"classical.monocyte"	0.00350109409190372
"336"	"respiratory.mucous.cell"	"classical.monocyte"	0.00341296928327645
"260"	"respiratory.mucous.cell"	"neutrophil"	0.00338983050847458
"39"	"cd8.positive..alpha.beta.t.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00336322869955157
"77"	"cd8.positive..alpha.beta.t.cell"	"pulmonary.artery.endothelial.cell"	0.00336322869955157
"388"	"bronchial.smooth.muscle.cell"	"lymphocyte"	0.00334821428571429
"221"	"respiratory.goblet.cell"	"B.cell"	0.00325732899022801
"326"	"mesothelial.cell"	"classical.monocyte"	0.00324149108589951
"523"	"plasmacytoid.dendritic.cell"	"fibroblast.1"	0.00318640467339352
"183"	"respiratory.goblet.cell"	"pericyte.cell"	0.00314218381775334
"58"	"lung.microvascular.endothelial.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00308166409861325
"378"	"type.ii.pneumocyte"	"non.classical.monocyte"	0.00303951367781155
"294"	"plasma.cell"	"alveolar.macrophage"	0.00298953662182362
"468"	"classical.monocyte"	"fibroblast"	0.00297619047619048
"374"	"respiratory.mucous.cell"	"non.classical.monocyte"	0.00295420974889217
"331"	"pericyte.cell"	"classical.monocyte"	0.00294117647058824
"481"	"nk.cell"	"fibroblast"	0.00288517022504328
"508"	"dendritic.cell"	"fibroblast.1"	0.00285714285714286
"227"	"vascular.associated.smooth.muscle.cell"	"B.cell"	0.00277520814061055
"412"	"respiratory.mucous.cell"	"lymphocyte"	0.00276243093922652
"335"	"respiratory.goblet.cell"	"classical.monocyte"	0.0027027027027027
"28"	"plasma.cell"	"ciliated.epithelial.cell"	0.00259403372243839
"323"	"lung.ciliated.cell"	"classical.monocyte"	0.00257201646090535
"383"	"adventitial.cell"	"lymphocyte"	0.00251572327044025
"327"	"myofibroblast.cell"	"classical.monocyte"	0.00249003984063745
"223"	"serous.cell.of.epithelium.of.bronchus"	"B.cell"	0.00247831474597274
"384"	"alveolar.fibroblast"	"lymphocyte"	0.00247218788627936
"361"	"lung.ciliated.cell"	"non.classical.monocyte"	0.00245700245700246
"495"	"cd8.positive..alpha.beta.t.cell"	"fibroblast.1"	0.00232558139534884
"519"	"nk.cell"	"fibroblast.1"	0.00220628792057364
"446"	"plasma.cell"	"myofibroblast.cell"	0.00215982721382289
"379"	"vascular.associated.smooth.muscle.cell"	"non.classical.monocyte"	0.0021551724137931
"306"	"cd4.positive..alpha.beta.t.cell"	"classical.monocyte"	0.00209205020920502
"231"	"adventitial.cell"	"neutrophil"	0.00208986415882968
"66"	"plasma.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00204498977505112
"309"	"b.cell"	"classical.monocyte"	0.00193423597678917
"355"	"club.cell"	"non.classical.monocyte"	0.00189393939393939
"180"	"plasma.cell"	"pericyte.cell"	0.00175746924428822
"407"	"pericyte.cell"	"lymphocyte"	0.00172562553925798
"321"	"fibroblast"	"classical.monocyte"	0.00167644593461861
"449"	"respiratory.goblet.cell"	"myofibroblast.cell"	0.00166666666666667
"307"	"adventitial.cell"	"classical.monocyte"	0.00151975683890578
"203"	"club.cell"	"B.cell"	0.00146627565982405
"89"	"club.cell"	"pulmonary.artery.endothelial.cell"	0.00144300144300144
"364"	"mesothelial.cell"	"non.classical.monocyte"	0.00141043723554302
"40"	"cd4.positive..alpha.beta.t.cell"	"pulmonary.ionocyte..type.II.pneumocyte"	0.00136239782016349
"78"	"cd4.positive..alpha.beta.t.cell"	"pulmonary.artery.endothelial.cell"	0.00136239782016349
"423"	"b.cell"	"myofibroblast.cell"	0.00133868808567604
"345"	"adventitial.cell"	"non.classical.monocyte"	0.00133511348464619
"402"	"mesothelial.cell"	"lymphocyte"	0.00132275132275132
"312"	"bronchial.smooth.muscle.cell"	"classical.monocyte"	0.00131578947368421
"81"	"b.cell"	"pulmonary.artery.endothelial.cell"	0.00129366106080207
"193"	"adventitial.cell"	"B.cell"	0.00110741971207087
"104"	"plasma.cell"	"pulmonary.artery.endothelial.cell"	0
"142"	"plasma.cell"	"capillary.endothelial.cell"	0
"308"	"alveolar.fibroblast"	"classical.monocyte"	0
"310"	"basal.cell"	"classical.monocyte"	0
"317"	"club.cell"	"classical.monocyte"	0
"340"	"type.ii.pneumocyte"	"classical.monocyte"	0
"342"	"vein.endothelial.cell"	"classical.monocyte"	0
"370"	"plasma.cell"	"non.classical.monocyte"	0
"373"	"respiratory.goblet.cell"	"non.classical.monocyte"	0
"393"	"club.cell"	"lymphocyte"	0
"411"	"respiratory.goblet.cell"	"lymphocyte"	0
"416"	"type.ii.pneumocyte"	"lymphocyte"	0
"484"	"plasma.cell"	"fibroblast"	0
"499"	"b.cell"	"fibroblast.1"	0
