"Human"	"Mouse"	"value"
"321"	"hematopoietic.stem.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0.0011001100110011
"120"	"type.i.nk.t.cell"	"mesenchymal.stem.cell"	0.00108108108108108
"306"	"neutrophil"	"CD8.positive..alpha.beta.memory.T.cell"	0.000921658986175115
"340"	"cd8.positive..alpha.beta.t.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0.00088809946714032
"196"	"cd8.positive..alpha.beta.t.cell"	"follicular.B.cell"	0.000801282051282051
"310"	"platelet"	"CD8.positive..alpha.beta.memory.T.cell"	0.000659630606860158
"3"	"cd8.positive..alpha.beta.memory.t.cell"	"epithelial.cell"	0
"26"	"cd4.positive..alpha.beta.memory.t.cell"	"macrophage"	0
"50"	"cd4.positive..alpha.beta.memory.t.cell"	"plasmacytoid.dendritic.cell"	0
"75"	"cd8.positive..alpha.beta.memory.t.cell"	"T1.B.cell"	0
"98"	"cd4.positive..alpha.beta.memory.t.cell"	"mesenchymal.stem.cell"	0
"112"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"mesenchymal.stem.cell"	0
"122"	"cd4.positive..alpha.beta.memory.t.cell"	"monocyte"	0
"123"	"cd8.positive..alpha.beta.memory.t.cell"	"monocyte"	0
"136"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"monocyte"	0
"147"	"cd8.positive..alpha.beta.memory.t.cell"	"conventional.dendritic.cell"	0
"161"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	"conventional.dendritic.cell"	0
"182"	"memory.b.cell"	"natural.killer.cell"	0
"184"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"natural.killer.cell"	0
"195"	"cd8.positive..alpha.beta.memory.t.cell"	"follicular.B.cell"	0
"206"	"memory.b.cell"	"follicular.B.cell"	0
"207"	"naive.b.cell"	"follicular.B.cell"	0
"208"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"follicular.B.cell"	0
"242"	"cd4.positive..alpha.beta.memory.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"243"	"cd8.positive..alpha.beta.memory.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"244"	"cd8.positive..alpha.beta.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"256"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"257"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"264"	"type.i.nk.t.cell"	"marginal.zone.B.cell.of.spleen"	0
"265"	"cd1c.positive.myeloid.dendritic.cell"	"activated.CD4.positive..alpha.beta.T.cell"	0
"269"	"cd141.positive.myeloid.dendritic.cell"	"activated.CD4.positive..alpha.beta.T.cell"	0
"284"	"plasma.cell"	"activated.CD4.positive..alpha.beta.T.cell"	0
"289"	"cd1c.positive.myeloid.dendritic.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
