"Human"	"Mouse"	"value"
"290"	"cd4.positive..alpha.beta.memory.t.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"292"	"cd8.positive..alpha.beta.t.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"293"	"cd141.positive.myeloid.dendritic.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"294"	"classical.monocyte"	"CD8.positive..alpha.beta.memory.T.cell"	0
"299"	"intermediate.monocyte"	"CD8.positive..alpha.beta.memory.T.cell"	0
"300"	"macrophage"	"CD8.positive..alpha.beta.memory.T.cell"	0
"302"	"memory.b.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"303"	"naive.b.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"304"	"naive.thymus.derived.cd4.positive..alpha.beta.t.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"305"	"naive.thymus.derived.cd8.positive..alpha.beta.t.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"308"	"plasma.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"309"	"plasmacytoid.dendritic.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"311"	"regulatory.t.cell"	"CD8.positive..alpha.beta.memory.T.cell"	0
"313"	"cd1c.positive.myeloid.dendritic.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"314"	"cd4.positive..alpha.beta.memory.t.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"316"	"cd8.positive..alpha.beta.t.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"318"	"classical.monocyte"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"320"	"erythrocyte"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"323"	"intermediate.monocyte"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"325"	"mature.nk.t.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"326"	"memory.b.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"327"	"naive.b.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"330"	"neutrophil"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"331"	"nk.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"332"	"plasma.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"333"	"plasmacytoid.dendritic.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"336"	"type.i.nk.t.cell"	"naive.thymus.derived.CD8.positive..alpha.beta.T.cell"	0
"337"	"cd1c.positive.myeloid.dendritic.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"339"	"cd8.positive..alpha.beta.memory.t.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"341"	"cd141.positive.myeloid.dendritic.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"342"	"classical.monocyte"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"344"	"erythrocyte"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"345"	"hematopoietic.stem.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"347"	"intermediate.monocyte"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"348"	"macrophage"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"350"	"memory.b.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"356"	"plasma.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
"360"	"type.i.nk.t.cell"	"naive.thymus.derived.CD4.positive..alpha.beta.T.cell"	0
